839634 function calls (824339 primitive calls) in 5.640 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 legendre.py:81(<module>)
        1    0.000    0.000    0.000    0.000 _subplots.py:11(SubplotBase)
        8    0.000    0.000    0.000    0.000 __init__.py:213(process)
      173    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
        1    0.000    0.000    0.000    0.000 scale.py:541(LogisticTransform)
        1    0.000    0.000    0.000    0.000 laguerre.py:77(<module>)
       12    0.000    0.000    0.000    0.000 _ufunc_config.py:438(__exit__)
        1    0.000    0.000    0.000    0.000 tree.py:161(Leaf)
        1    0.000    0.000    0.000    0.000 ptutils.py:5(<module>)
       37    0.000    0.000    0.000    0.000 pathlib.py:648(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 colors.py:97(<dictcomp>)
        4    0.000    0.000    0.000    0.000 _base.py:862(get_position)
      174    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
       13    0.000    0.000    0.000    0.000 transforms.py:2581(get_matrix)
        1    0.000    0.000    0.000    0.000 prompts.py:1(<module>)
        2    0.000    0.000    0.000    0.000 os.py:729(<lambda>)
       48    0.000    0.000    0.000    0.000 lines.py:1175(set_markeredgewidth)
       16    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
       22    0.000    0.000    0.000    0.000 argparse.py:239(start_section)
        1    0.000    0.000    0.000    0.000 keys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 prompt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:3(<module>)
      175    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
      176    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
       41    0.000    0.000    0.000    0.000 text.py:928(set_color)
        1    0.000    0.000    0.000    0.000 patches.py:4184(ConnectionPatch)
      176    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
      188    0.000    0.000    0.000    0.000 __init__.py:857(<listcomp>)
        1    0.000    0.000    0.000    0.000 excolors.py:4(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:437(_get_xdg_config_dir)
        1    0.000    0.000    0.000    0.000 _base.py:664(_set_lim_and_transforms)
       39    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 scale.py:560(LogitScale)
       16    0.000    0.000    0.000    0.000 pyparsing.py:640(__iadd__)
        1    0.000    0.000    0.000    0.000 cm.py:211(ScalarMappable)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _base.py:3174(get_xlim)
       10    0.000    0.000    0.000    0.000 version.py:307(parse)
       28    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 ticker.py:1702(Locator)
        1    0.000    0.000    0.000    0.000 toolbars.py:71(ArgToolbar)
       30    0.000    0.000    0.000    0.000 warnings.py:463(__enter__)
      291    0.000    0.000    0.000    0.000 transforms.py:971(get_points)
        1    0.000    0.000    0.000    0.000 error.py:13(<module>)
       16    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 core.py:280(_extremum_fill_value)
        3    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedRandom' objects}
        1    0.000    0.000    0.000    0.000 tokenize.py:350(detect_encoding)
        1    0.000    0.000    0.000    0.000 patches.py:2376(ConnectionStyle)
      167    0.000    0.000    0.000    0.000 text.py:1151(set_text)
        8    0.000    0.000    0.000    0.000 core.py:8100(getdoc)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3829(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2843(__init__)
        1    0.000    0.000    0.000    0.000 lazy_context.py:1(<module>)
       39    0.000    0.000    0.000    0.000 text.py:1204(set_usetex)
       13    0.000    0.000    0.000    0.000 qt_compat.py:192(_devicePixelRatioF)
      251    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1644(FigureCanvasBase)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(exec_module)
        1    0.000    0.000    0.000    0.000 extensions.py:2(<module>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1819(__radd__)
        1    0.000    0.000    0.000    0.000 payload.py:8(<module>)
        4    0.000    0.000    0.000    0.000 backend_bases.py:2962(_wait_cursor_for_draw_cm)
        1    0.000    0.000    0.000    0.000 digraphs.py:2(<module>)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:17(<module>)
        2    0.000    0.000    0.000    0.000 transforms.py:1710(__eq__)
        1    0.000    0.000    0.000    0.000 finder.py:16(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:38(literal_eval)
       48    0.000    0.000    0.000    0.000 lines.py:1160(set_markeredgecolor)
       54    0.000    0.000    0.000    0.000 traitlets.py:904(__call__)
        1    0.000    0.000    0.000    0.000 completion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1674(sanitize_sequence)
        2    0.000    0.000    0.000    0.000 core.py:7904(asarray)
        1    0.000    0.000    0.000    0.000 pickle.py:1021(_Unpickler)
      106    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       16    0.000    0.000    0.000    0.000 scale.py:639(scale_factory)
        2    0.000    0.000    0.000    0.000 {built-in method nt.access}
        1    0.000    0.000    0.000    0.000 figure.py:2163(add_axobserver)
        4    0.000    0.000    0.000    0.000 typing.py:238(_tp_cache)
       84    0.000    0.000    0.000    0.000 inspect.py:1700(_signature_get_user_defined_method)
        1    0.000    0.000    0.000    0.000 buffer.py:186(Buffer)
       40    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
      332    0.000    0.000    0.000    0.000 __init__.py:2234(<genexpr>)
       24    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        1    0.000    0.000    0.000    0.000 input_processor.py:8(<module>)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1167(setName)
      212    0.000    0.000    0.000    0.000 transforms.py:1262(<genexpr>)
        3    0.000    0.000    0.000    0.000 patches.py:1885(<listcomp>)
        1    0.000    0.000    0.000    0.000 _parser.py:574(__init__)
       91    0.000    0.000    0.000    0.000 magic.py:112(record_magic)
       16    0.000    0.000    0.000    0.000 fromnumeric.py:1827(nonzero)
        1    0.000    0.000    0.000    0.000 _cm.py:7(<module>)
        3    0.000    0.000    0.000    0.000 backend_bases.py:3548(export)
        1    0.000    0.000    0.000    0.000 polar.py:407(RadialLocator)
      239    0.000    0.000    0.000    0.000 decorator.py:208(<genexpr>)
        1    0.000    0.000    0.000    0.000 docstring.py:6(Substitution)
        2    0.000    0.000    0.000    0.000 __init__.py:423(__getattr__)
      3/2    0.000    0.000    0.000    0.000 typing.py:337(__getitem__)
        1    0.000    0.000    0.000    0.000 token.py:78(<dictcomp>)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1493(_guarded_repr_or_str)
       28    0.000    0.000    0.000    0.000 inspect.py:1818(_signature_is_builtin)
        1    0.000    0.000    0.000    0.000 _parser.py:300(__init__)
       16    0.000    0.000    0.000    0.000 artist.py:921(set_alpha)
        8    0.000    0.000    0.000    0.000 __init__.py:1652(safe_first_element)
        1    0.000    0.000    0.000    0.000 pathlib.py:464(select_from)
        6    0.000    0.000    0.000    0.000 transforms.py:2210(__init__)
       16    0.000    0.000    0.000    0.000 ticker.py:2089(ge)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:451(draw_idle)
       18    0.000    0.000    0.000    0.000 argparse.py:902(__init__)
       45    0.000    0.000    0.000    0.000 lexer.py:305(bygroups)
        9    0.000    0.000    0.000    0.000 inputtransformer.py:64(wrap)
       32    0.000    0.000    0.000    0.000 backend_bases.py:957(set_joinstyle)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:7(<module>)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4759(<genexpr>)
        2    0.000    0.000    0.000    0.000 py3compat.py:42(_modify_str_or_docstring)
       51    0.000    0.000    0.000    0.000 rcsetup.py:407(validate_fontsize)
       91    0.000    0.000    0.000    0.000 argparse.py:575(format)
        1    0.000    0.000    0.000    0.000 callbacks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:36(<module>)
       48    0.000    0.000    0.000    0.000 lines.py:1218(set_markersize)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
        1    0.000    0.000    0.000    0.000 error.py:2(<module>)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 display_trap.py:9(<module>)
       86    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      253    0.000    0.000    0.000    0.000 __init__.py:388(<genexpr>)
      109    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       48    0.000    0.000    0.000    0.000 lines.py:531(set_markevery)
        8    0.000    0.000    0.000    0.000 six.py:91(__get__)
       88    0.000    0.000    0.000    0.000 six.py:141(__init__)
        4    0.000    0.000    0.000    0.000 _base.py:3415(get_ybound)
        3    0.000    0.000    0.000    0.000 {built-in method nt._isdir}
       36    0.000    0.000    0.000    0.000 getlimits.py:39(<lambda>)
        1    0.000    0.000    0.000    0.000 magic.py:285(MagicsManager)
       39    0.000    0.000    0.000    0.000 deprecation.py:192(_deprecated_property)
        1    0.000    0.000    0.000    0.000 instance.py:41(AbstractInstanceContext)
      107    0.000    0.000    0.000    0.000 inspect.py:80(ismethod)
        4    0.000    0.000    0.000    0.000 normalizer.py:7(__new__)
        4    0.000    0.000    0.000    0.000 ssl.py:356(__new__)
      168    0.000    0.000    0.000    0.000 pyparsing.py:3248(<genexpr>)
        1    0.000    0.000    0.000    0.000 capture.py:2(<module>)
       30    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       11    0.000    0.000    0.000    0.000 pyparsing.py:4543(_escapeRegexRangeChars)
      124    0.000    0.000    0.000    0.000 pyparsing.py:2131(__str__)
        1    0.000    0.000    0.000    0.000 client.py:217(HTTPResponse)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        6    0.000    0.000    0.000    0.000 axis.py:2204(get_ticks_position)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
       38    0.000    0.000    0.000    0.000 shape_base.py:608(_column_stack_dispatcher)
       20    0.000    0.000    0.000    0.000 pyparsing.py:2685(parseImpl)
        1    0.000    0.000    0.000    0.000 figure.py:2167(<lambda>)
        1    0.000    0.000    0.000    0.000 _base.py:1284(set_aspect)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
       40    0.000    0.000    0.000    0.000 transforms.py:348(intervaly)
        1    0.000    0.000    0.000    0.000 lines.py:200(Line2D)
        4    0.000    0.000    0.000    0.000 re.py:297(_compile_repl)
       10    0.000    0.000    0.000    0.000 patches.py:456(set_capstyle)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
       16    0.000    0.000    0.000    0.000 axis.py:196(_set_labelrotation)
        4    0.000    0.000    0.000    0.000 _base.py:3463(get_ylim)
        1    0.000    0.000    0.000    0.000 gzip.py:110(GzipFile)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:873(_find_spec_legacy)
        1    0.000    0.000    0.000    0.000 transforms.py:885(update_from_data_xy)
       16    0.000    0.000    0.000    0.000 axis.py:795(reset_ticks)
        1    0.000    0.000    0.000    0.000 recursion.py:27(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2708(notify_axes_change)
        1    0.000    0.000    0.000    0.000 pep0484.py:20(<module>)
       41    0.000    0.000    0.000    0.000 core.py:3416(shape)
        1    0.000    0.000    0.000    0.000 __init__.py:327(_sanity_check)
        1    0.000    0.000    0.000    0.000 param.py:1(<module>)
        7    0.000    0.000    0.000    0.000 pyparsing.py:3913(__init__)
       30    0.000    0.000    0.000    0.000 traitlets.py:2259(class_init)
       77    0.000    0.000    0.000    0.000 from_dict.py:21(_colorformat)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
       53    0.000    0.000    0.000    0.000 pyparsing.py:3559(<genexpr>)
       32    0.000    0.000    0.000    0.000 backend_bases.py:889(set_capstyle)
       52    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        2    0.000    0.000    0.000    0.000 py3compat.py:45(wrapper)
       48    0.000    0.000    0.000    0.000 lines.py:1022(set_antialiased)
        1    0.000    0.000    0.000    0.000 patches.py:1551(Arc)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2004(__call__)
        3    0.000    0.000    0.000    0.000 figure.py:752(set_canvas)
       36    0.000    0.000    0.000    0.000 argparse.py:1495(_pop_action_class)
